id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10878738,2014,10-25,Angel / Seed Funding,2 - 5 Crores,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,6.0,High,Medium,6.0,5.0,8,9,6.0,8.0,0.0
10803528,2015,10-25,Debt Funding,2 - 5 Crores,Finance,Online Lending,Ahmedabad,7.0,Medium,Low,5.0,7.0,9,8,7.0,8.0,0.0
10346637,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Entertainment,Digital Entertainment for Children,Mumbai,5.0,Medium,Low,5.0,7.0,9,8,7.0,6.0,0.0
10856488,2015,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,6.0,Medium,Low,8.0,7.0,8,7,7.0,7.0,0.0
10626260,2016,10-25,Private Equity,1 - 2 Crores,E-commerce,Retail,Delhi,7.0,High,Low,6.0,5.0,7,8,9.0,8.0,0.0
10538941,2015,Above 25,Private Equity,5 Crore and Above,Finance,Agricultural Loan,Chennai,5.0,High,Low,7.0,5.0,7,9,9.0,8.0,0.0
10317276,2016,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,6.0,Medium,Low,7.0,7.0,8,7,8.0,8.0,0.0
10594356,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,7.0,Medium,Low,6.0,8.0,7,9,7.0,6.0,0.0
10171891,2015,Above 25,Debt Funding,5 Crore and Above,Technology,Aadhaar-based API provider,Pune,6.0,High,Low,5.0,7.0,9,7,9.0,7.0,0.0
10522347,2012,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Grocery Store,Bangalore,5.0,Low,Low,6.0,8.0,8,9,7.0,6.0,0.0
10872664,2016,10-25,Private Equity,2 - 5 Crores,Technology,Online Tutorial Marketplace,Bangalore,5.0,Low,High,8.0,8.0,6,8,6.0,5.0,0.0
10044571,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fantasy Games,Mumbai,7.0,Low,High,6.0,6.0,7,7,7.0,6.0,0.0
10641324,2015,Above 25,Private Equity,5 Crore and Above,Technology,VR based Spiritual platform,Bangalore,7.0,Low,High,6.0,5.0,6,9,7.0,8.0,0.0
10087744,2015,Above 25,Private Equity,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,5.0,Low,High,7.0,6.0,7,8,9.0,5.0,0.0
10320300,2012,Above 25,Private Equity,5 Crore and Above,Technology,Financial Technology Research Platform,Bangalore,6.0,High,High,5.0,5.0,8,7,6.0,8.0,0.0
10673155,2016,Above 25,Angel / Seed Funding,5 Crore and Above,ECommerce,Online platform for Higher Education Services,New Delhi,5.0,High,High,7.0,5.0,6,8,9.0,7.0,0.0
10590442,2013,10-25,Debt Funding,2 - 5 Crores,Technology,Customer Engagement Platform,New Delhi,6.0,Low,High,7.0,5.0,7,7,9.0,8.0,0.0
10567849,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Online travel agent marketplace,Noida,6.0,High,Medium,6.0,7.0,6,9,8.0,7.0,0.0
10081753,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,6.0,Low,Low,6.0,5.0,7,9,9.0,6.0,0.0
10969206,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,IoT Based Energy Monitoring & Control,Gurgaon,6.0,High,Medium,8.0,8.0,6,9,9.0,8.0,0.0
10057840,2014,Above 25,Debt Funding,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,6.0,High,Medium,8.0,7.0,6,7,6.0,7.0,0.0
10408385,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Curated Platform for Developers,Hyderabad,6.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10051373,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online lending platform,Bangalore,6.0,High,Medium,6.0,7.0,8,7,7.0,5.0,0.0
10581410,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Hotel Management Solution,Kolkata,5.0,Medium,Low,8.0,8.0,9,7,8.0,8.0,0.0
10110872,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Online Counselling Platform,Mumbai,7.0,High,Medium,6.0,7.0,7,8,6.0,7.0,0.0
10171997,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online travel agent marketplace,Noida,5.0,High,Low,8.0,8.0,7,7,9.0,7.0,0.0
10009467,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,6.0,High,Low,5.0,7.0,6,7,8.0,6.0,0.0
10089943,2012,10-25,Private Equity,2 - 5 Crores,Technology,IoT Based Energy Monitoring & Control,Gurgaon,5.0,High,Medium,5.0,8.0,8,8,8.0,8.0,0.0
10027707,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Classifieds Portal,Mumbai,7.0,High,Low,7.0,6.0,8,8,6.0,8.0,0.0
10769446,2014,Below 10,Private Equity,40-60 Lacs,Technology,Car Rental Software Solutions,Noida,7.0,Medium,Low,7.0,8.0,8,9,6.0,7.0,0.0
10682625,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Education Portal,Gurgaon,7.0,High,Medium,8.0,8.0,8,9,7.0,8.0,0.0
10813491,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,6.0,Medium,Low,6.0,7.0,9,8,9.0,7.0,0.0
10234827,2012,10-25,Angel / Seed Funding,2 - 5 Crores,Finance,Startup Crowd-funding platform,Mumbai,6.0,Medium,Low,5.0,8.0,9,7,9.0,6.0,0.0
10420871,2012,Above 25,Debt Funding,5 Crore and Above,ECommerce,Women Fashion Portal,Bangalore,7.0,High,Low,7.0,6.0,9,8,8.0,8.0,0.0
10569830,2016,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Online Food Delivery Platform,Bangalore,6.0,High,Low,7.0,6.0,6,8,8.0,6.0,0.0
10365114,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Tech Enabler for Artists,Mumbai,6.0,Medium,Low,6.0,5.0,8,8,8.0,8.0,0.0
10447967,2013,Above 25,Private Equity,5 Crore and Above,Technology,Medical Automation platform,Bangalore,6.0,High,Low,8.0,8.0,9,9,7.0,8.0,0.0
10591816,2013,Above 25,Private Equity,5 Crore and Above,Technology,Decision Sciences Analytics Solutions,Bangalore,6.0,Low,Low,5.0,6.0,9,9,8.0,8.0,0.0
10926322,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,6.0,Low,Low,8.0,6.0,9,7,9.0,6.0,0.0
10802555,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mortgage Offering Platform,Gurgaon,5.0,Low,Low,5.0,6.0,6,7,6.0,5.0,0.0
10213488,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Parenting Mobile App,New Delhi,7.0,Low,Low,8.0,6.0,6,7,8.0,8.0,0.0
10700848,2016,10-25,Debt Funding,2 - 5 Crores,Technology,Expense Management Solution,Bangalore,5.0,High,Low,7.0,7.0,6,7,6.0,6.0,0.0
10828350,2015,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online Bike & Car Services provider,Chennai,6.0,High,Low,5.0,7.0,9,8,9.0,5.0,0.0
10971776,2012,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Online Payment Gateway,Mumbai,5.0,Low,Low,8.0,6.0,9,9,8.0,7.0,0.0
10497244,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Data Analytics platform,New Delhi,5.0,High,Medium,8.0,6.0,8,7,9.0,6.0,0.0
10278225,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Co-Working Space Platform,New Delhi,7.0,Low,Low,6.0,5.0,7,8,9.0,6.0,0.0
10180516,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Decision Sciences Analytics Solutions,Bangalore,5.0,High,Medium,7.0,8.0,8,9,8.0,8.0,0.0
10569918,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,7.0,Medium,Low,6.0,5.0,9,8,6.0,8.0,0.0
10525551,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Mortgage Offering Platform,Gurgaon,5.0,High,Medium,7.0,5.0,6,9,6.0,7.0,0.0
10038795,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Parenting Mobile App,New Delhi,7.0,High,Medium,8.0,6.0,9,8,6.0,6.0,0.0
10020163,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online match-making app,Bangalore,7.0,High,Medium,5.0,5.0,8,8,7.0,8.0,0.0
10623822,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,DIY event registration and ticketing portal,Pune,5.0,High,Medium,7.0,7.0,8,7,8.0,6.0,0.0
10839400,2016,Above 25,Private Equity,5 Crore and Above,eCommerce,Solution provider for pet needs,Mumbai,6.0,Low,Medium,7.0,6.0,6,8,6.0,7.0,0.0
10691854,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,First Aid care app,Gurgaon,5.0,Medium,Medium,5.0,7.0,8,8,7.0,7.0,0.0
10250955,2014,Above 25,Private Equity,5 Crore and Above,eCommerce,Online Marketplace,Bangalore,5.0,High,Low,8.0,7.0,9,9,8.0,7.0,0.0
10417566,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile balance Checking App,Gurgaon,6.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10948702,2014,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Photo Sharing for Groups,Bangalore,7.0,Medium,Low,8.0,6.0,6,7,9.0,8.0,0.0
10281189,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Smart Parking Platform,New Delhi,7.0,High,Low,5.0,5.0,6,7,9.0,8.0,0.0
10286158,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,5.0,High,Medium,6.0,6.0,8,7,6.0,6.0,0.0
10195105,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Mobile Advertising App,Noida,5.0,High,Medium,7.0,6.0,7,9,9.0,7.0,0.0
10992110,2016,10-25,Angel / Seed Funding,2 - 5 Crores,E-commerce,Food and Beverages,Bengaluru,5.0,High,Low,7.0,6.0,9,8,6.0,6.0,0.0
10698437,2014,Above 25,Angel / Seed Funding,5 Crore and Above,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,6.0,High,Medium,6.0,7.0,9,8,9.0,8.0,0.0
10064357,2013,10-25,Debt Funding,2 - 5 Crores,Finance,Online Lending,Ahmedabad,5.0,High,Low,5.0,7.0,6,8,6.0,5.0,0.0
10636102,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Entertainment,Digital Entertainment for Children,Mumbai,6.0,Low,Low,6.0,5.0,9,9,6.0,5.0,0.0
10052261,2016,Above 25,Private Equity,5 Crore and Above,Technology,Personal Assistant,Bengaluru,7.0,Low,Medium,5.0,7.0,6,9,9.0,6.0,0.0
10453358,2013,10-25,Private Equity,2 - 5 Crores,E-commerce,Retail,Delhi,5.0,Low,Medium,5.0,6.0,6,7,9.0,5.0,0.0
10363351,2014,Above 25,Private Equity,5 Crore and Above,Finance,Agricultural Loan,Chennai,5.0,Low,Medium,5.0,8.0,9,9,9.0,5.0,0.0
10542042,2016,Above 25,Private Equity,5 Crore and Above,Technology,Medical Devices,Surat,7.0,Low,Low,7.0,6.0,6,8,9.0,7.0,0.0
10444400,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,7.0,Low,Medium,8.0,8.0,9,7,7.0,7.0,0.0
10142999,2015,Above 25,Debt Funding,5 Crore and Above,Technology,Aadhaar-based API provider,Pune,5.0,Low,Low,7.0,7.0,8,8,8.0,7.0,0.0
10166464,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Grocery Store,Bangalore,7.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10493107,2014,Above 25,Private Equity,5 Crore and Above,Technology,Online Tutorial Marketplace,Bangalore,6.0,Medium,Medium,6.0,6.0,8,9,7.0,7.0,0.0
10567283,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Fantasy Games,Mumbai,7.0,Medium,Medium,8.0,5.0,9,8,7.0,7.0,0.0
10508492,2013,10-25,Private Equity,2 - 5 Crores,Technology,VR based Spiritual platform,Bangalore,7.0,Medium,Low,5.0,6.0,9,9,6.0,6.0,0.0
10478544,2014,Above 25,Private Equity,5 Crore and Above,Technology,Real time data analytics & reporting,Bangalore,7.0,Medium,Medium,5.0,7.0,8,7,,,0.0
10110365,2012,Above 25,Private Equity,5 Crore and Above,Technology,Financial Technology Research Platform,Bangalore,5.0,Medium,Low,7.0,7.0,7,8,8.0,8.0,0.0
10336390,2013,Above 25,Angel / Seed Funding,5 Crore and Above,ECommerce,Online platform for Higher Education Services,New Delhi,7.0,High,Medium,7.0,7.0,6,9,6.0,8.0,0.0
10725629,2014,Above 25,Debt Funding,5 Crore and Above,Technology,Customer Engagement Platform,New Delhi,5.0,Low,Medium,6.0,7.0,6,9,8.0,5.0,0.0
10904769,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online travel agent marketplace,Noida,7.0,Low,Medium,5.0,5.0,6,8,9.0,7.0,0.0
10650941,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,7.0,High,Low,7.0,6.0,9,9,7.0,7.0,0.0
10114516,2013,10-25,Angel / Seed Funding,1 - 2 Crores,Technology,IoT Based Energy Monitoring & Control,Gurgaon,7.0,Low,Low,8.0,8.0,8,8,6.0,5.0,0.0
10364895,2015,10-25,Debt Funding,1 - 2 Crores,Technology,Real time data analytics & reporting,Bangalore,6.0,Low,Low,6.0,6.0,8,8,6.0,8.0,0.0
10406907,2014,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Curated Platform for Developers,Hyderabad,5.0,High,Low,5.0,5.0,6,9,6.0,6.0,0.0
10268341,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online lending platform,Bangalore,7.0,High,Medium,8.0,7.0,6,9,6.0,8.0,0.0
10874991,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Hotel Management Solution,Kolkata,6.0,High,Medium,7.0,8.0,8,9,6.0,5.0,0.0
10709758,2014,10-25,Debt Funding,1 - 2 Crores,Consumer Internet,Online Counselling Platform,Mumbai,6.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10988159,2015,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Online travel agent marketplace,Noida,5.0,Medium,High,6.0,7.0,7,7,6.0,5.0,1.0
10516107,2014,10-25,Private Equity,1 - 2 Crores,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,6.0,Low,High,4.0,7.0,6,6,5.0,5.0,1.0
10411422,2016,Above 25,Private Equity,5 Crore and Above,Technology,IoT Based Energy Monitoring & Control,Gurgaon,5.0,Low,High,4.0,7.0,6,7,7.0,5.0,1.0
10740779,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Classifieds Portal,Mumbai,5.0,Low,High,6.0,4.0,5,6,5.0,6.0,0.0
10407193,2016,Above 25,Private Equity,5 Crore and Above,Technology,Car Rental Software Solutions,Noida,6.0,Low,High,7.0,4.0,6,7,7.0,3.0,0.0
10630619,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Online Education Portal,Gurgaon,6.0,Medium,High,7.0,7.0,5,7,7.0,5.0,0.0
10881508,2016,10-25,Private Equity,1 - 2 Crores,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,6.0,High,High,6.0,6.0,7,6,6.0,6.0,0.0
10983976,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Finance,Startup Crowd-funding platform,Mumbai,7.0,Medium,High,7.0,6.0,4,6,7.0,6.0,0.0
10166237,2015,10-25,Debt Funding,2 - 5 Crores,ECommerce,Women Fashion Portal,Bangalore,7.0,High,High,6.0,6.0,7,5,6.0,3.0,0.0
10312447,2014,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Online Food Delivery Platform,Bangalore,5.0,Low,High,7.0,7.0,5,8,6.0,6.0,0.0
10009660,2016,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Tech Enabler for Artists,Mumbai,5.0,Low,High,6.0,6.0,7,5,5.0,3.0,0.0
10616199,2016,10-25,Private Equity,1 - 2 Crores,Technology,Medical Automation platform,Bangalore,5.0,Low,High,7.0,5.0,6,6,7.0,4.0,0.0
10593762,2016,Above 25,Private Equity,5 Crore and Above,Technology,Decision Sciences Analytics Solutions,Bangalore,7.0,Low,High,4.0,6.0,7,8,6.0,5.0,0.0
10254420,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,5.0,Low,High,4.0,5.0,7,6,5.0,3.0,0.0
10582525,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mortgage Offering Platform,Gurgaon,7.0,Medium,Medium,5.0,7.0,5,6,4.0,6.0,1.0
10453466,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Parenting Mobile App,New Delhi,6.0,Medium,High,5.0,6.0,5,8,5.0,4.0,1.0
10921777,2015,10-25,Debt Funding,2 - 5 Crores,Technology,Expense Management Solution,Bangalore,6.0,Medium,High,4.0,6.0,7,8,6.0,3.0,1.0
10929900,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online Bike & Car Services provider,Chennai,7.0,High,High,5.0,6.0,5,8,6.0,5.0,1.0
10353048,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Payment Gateway,Mumbai,7.0,Low,High,6.0,6.0,4,7,4.0,5.0,1.0
10102521,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Technology,Data Analytics platform,New Delhi,7.0,Medium,High,7.0,6.0,6,6,7.0,4.0,1.0
10793642,2015,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Co-Working Space Platform,New Delhi,5.0,High,High,4.0,7.0,5,5,7.0,4.0,1.0
10042043,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Decision Sciences Analytics Solutions,Bangalore,5.0,Low,High,4.0,4.0,7,5,5.0,3.0,1.0
10626001,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,6.0,Low,High,4.0,6.0,4,8,5.0,4.0,1.0
10503445,2015,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Mortgage Offering Platform,Gurgaon,5.0,High,High,4.0,7.0,4,6,4.0,5.0,1.0
10639792,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Parenting Mobile App,New Delhi,5.0,Medium,High,4.0,6.0,6,5,6.0,3.0,1.0
10942718,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online match-making app,Bangalore,5.0,Low,High,7.0,7.0,6,5,7.0,4.0,1.0
10179144,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,DIY event registration and ticketing portal,Pune,5.0,Low,Low,7.0,7.0,5,8,6.0,3.0,0.0
10398536,2015,Above 25,Private Equity,5 Crore and Above,eCommerce,Solution provider for pet needs,Mumbai,6.0,Low,Low,6.0,6.0,6,8,6.0,4.0,0.0
10603466,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,First Aid care app,Gurgaon,6.0,Low,Low,6.0,5.0,4,8,7.0,5.0,0.0
10323714,2016,Below 10,Private Equity,20-40 Lacs,eCommerce,Online Marketplace,Bangalore,7.0,Low,Low,5.0,6.0,6,5,5.0,3.0,0.0
10761183,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile balance Checking App,Gurgaon,5.0,Low,Low,4.0,7.0,6,7,7.0,5.0,0.0
10882499,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Photo Sharing for Groups,Bangalore,7.0,Low,Low,7.0,7.0,4,5,6.0,6.0,0.0
10619918,2014,Below 10,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Smart Parking Platform,New Delhi,5.0,Low,Low,5.0,7.0,4,7,5.0,3.0,0.0
10870503,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,5.0,Low,Low,6.0,6.0,5,7,5.0,6.0,0.0
10082600,2016,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Mobile Advertising App,Noida,7.0,Low,Low,4.0,6.0,4,6,5.0,6.0,0.0
10522640,2014,Above 25,Seed/Angel Funding,5 Crore and Above,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,5.0,Low,Low,7.0,4.0,5,6,7.0,6.0,0.0
10539345,2016,Above 25,Private Equity,5 Crore and Above,Real Estate,Branded Workspaces Aggregator,Gurgaon,5.0,High,Low,5.0,4.0,7,7,7.0,3.0,0.0
10003883,2014,Above 25,Private Equity,5 Crore and Above,Technology,"TV Search, Guide and Remote mobile app",Bangalore,6.0,Low,Low,5.0,6.0,6,7,,,0.0
10412721,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,5.0,Medium,Low,7.0,6.0,5,5,4.0,5.0,0.0
10203867,2016,Above 25,Private Equity,5 Crore and Above,Healthcare,Medical Tourism platform,Pune,6.0,Low,Low,4.0,6.0,5,8,4.0,5.0,0.0
10561628,2016,10-25,,2 - 5 Crores,,,,5.0,High,Low,5.0,7.0,7,6,6.0,4.0,0.0
10589616,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Education,Children Education & Information platform,Gurgaon,6.0,Medium,Low,7.0,6.0,6,7,5.0,6.0,0.0
10293884,2014,Above 25,Private Equity,5 Crore and Above,Education,School Student admissions platform,New Delhi,5.0,High,Low,7.0,7.0,6,8,4.0,3.0,0.0
10637828,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Service Booking App,Bangalore,6.0,Low,High,6.0,6.0,6,7,4.0,4.0,1.0
10355856,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,7.0,Low,High,7.0,7.0,7,6,6.0,5.0,1.0
10158015,2016,Below 10,Private Equity,60-80 Lacs,Consumer Internet,Online Furniture Customization platform,Bangalore,5.0,Low,High,5.0,5.0,6,6,7.0,4.0,1.0
10335835,2015,Above 25,Private Equity,5 Crore and Above,Education,Mobile Based Education platform,Jaipur,6.0,Low,High,6.0,4.0,5,7,7.0,6.0,1.0
10534849,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,6.0,Low,High,5.0,6.0,7,5,4.0,6.0,1.0
10108059,2014,Above 25,Debt Funding,5 Crore and Above,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,6.0,Medium,Medium,4.0,7.0,6,6,6.0,3.0,1.0
10513046,2016,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,5.0,Medium,Medium,4.0,5.0,6,7,4.0,6.0,1.0
10308896,2014,Above 25,Private Equity,5 Crore and Above,Education,Career Planning and Education Advisory Platform,Mumbai,6.0,Medium,High,5.0,6.0,6,5,6.0,5.0,1.0
10693166,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,7.0,Medium,High,7.0,6.0,4,7,5.0,6.0,1.0
10919810,2016,10-25,Debt Funding,2 - 5 Crores,ECommerce,Organic Food eTailer,Bangalore,7.0,Low,High,4.0,5.0,7,5,6.0,4.0,1.0
10041091,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Fashion Apparel Retailer,Gurgaon,5.0,Low,High,5.0,7.0,5,8,4.0,5.0,1.0
10534738,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile app based Concierge Service,New Delhi,7.0,Low,High,7.0,5.0,7,5,4.0,6.0,1.0
10321507,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,5.0,Medium,High,5.0,7.0,4,8,4.0,3.0,0.0
10411907,2014,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,5.0,Low,High,6.0,6.0,6,8,4.0,3.0,0.0
10735583,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,6.0,High,High,7.0,4.0,7,7,4.0,4.0,0.0
10499597,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,ECommerce Marketplace,Gurgaon,5.0,Medium,High,7.0,7.0,7,7,5.0,4.0,0.0
10896774,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,6.0,High,High,5.0,5.0,4,5,5.0,4.0,0.0
10021921,2014,Above 25,Private Equity,5 Crore and Above,Technology,Next Generation in-building connectivity,Bangalore,7.0,High,High,4.0,6.0,7,7,7.0,5.0,0.0
10744604,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Referral Platform,Mumbai,6.0,Low,High,7.0,6.0,6,5,7.0,4.0,0.0
10534642,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Auto Classifieds Portal,Mumbai,7.0,Low,High,4.0,5.0,5,5,6.0,6.0,0.0
10481662,2015,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,6.0,High,High,4.0,6.0,7,8,6.0,3.0,0.0
